104	16117	13913	12050	10055	
105	16110	13919	12050	10048	
106	16111	13914	12052	10049	
107	16118	13911	12048	10053	
108	16114	13909	12046	10042	
109	16113	13917	12049	10049	
110	16114	13920	12044	10050	
111	16120	13914	12044	10050	
112	16122	13917	12045	10048	
113	16117	13912	12047	10045	
114	16118	13910	12040	10051	
115	16116	13909	12044	10052	
116	16115	13910	12046	10053	
117	16115	13913	12051	10048	
118	16119	13910	12054	10051	
119	16116	13913	12042	10047	
120	16114	13912	12043	10048	
121	16124	13914	12048	10049	
122	16112	13918	12047	10053	
123	16117	13912	12046	10056	
124	16120	13909	12045	10054	
125	16117	13917	12052	10052	
126	16121	13916	12047	10047	
127	16117	13913	12045	10055	
128	16116	13916	12048	10051	
129	16117	13908	12045	10050	
130	16117	13917	12046	10048	
131	16114	13913	12040	10046	
132	16110	13910	12050	10051	
133	16112	13911	12048	10052	
134	16113	13915	12050	10049	
135	16110	13914	12046	10051	
136	16123	13909	12049	10053	
137	16118	13918	12049	10051	
138	16120	13914	12038	10047	
139	16117	13914	12048	10048	
140	16110	13911	12046	10052	
141	16108	13913	12048	10056	
142	16106	13915	12047	10052	
143	16114	13917	12047	10046	
144	16115	13911	12042	10053	
145	16116	13915	12048	10049	
146	16112	13914	12048	10049	
147	16115	13916	12051	10053	
148	16116	13912	12049	10045	
149	16122	13910	12047	10054	
150	16112	13912	12052	10052	
151	16114	13919	12050	10053	
152	16117	13919	12047	10047	
153	16118	13912	12044	10055	
154	16117	13909	12047	10051	
155	16115	13913	12041	10054	
156	16111	13915	12051	10050	
157	16117	13915	12047	10052	
158	16120	13914	12050	10049	
159	16116	13912	12044	10053	
160	16121	13913	12049	10048	
161	16119	13914	12055	10050	
162	16114	13913	12051	10051	
163	16116	13907	12051	10048	
164	16119	13905	12048	10055	
165	16119	13913	12050	10055	
166	16114	13913	12048	10052	
167	16120	13913	12045	10049	
168	16117	13919	12045	10048	
169	16112	13910	12051	10053	
170	16116	13917	12050	10055	
171	16121	13919	12044	10057	
172	16117	13913	12042	10048	
173	16122	13912	12048	10053	
174	16115	13912	12048	10049	
175	16121	13915	12047	10051	
176	16116	13913	12046	10046	
177	16116	13912	12049	10049	
178	16119	13917	12054	10055	
179	16120	13910	12050	10051	
180	16116	13913	12049	10054	
181	16123	13912	12048	10052	
182	16118	13916	12047	10054	
183	16116	13913	12054	10053	
184	16113	13916	12054	10048	
185	16116	13918	12047	10055	
186	16121	13914	12046	10048	
187	16118	13916	12048	10051	
188	16109	13912	12048	10044	
189	16114	13912	12049	10048	
190	16113	13916	12047	10053	
191	16118	13908	12053	10051	
192	16117	13914	12041	10050	
193	16113	13918	12052	10049	
194	16119	13914	12049	10048	
195	16113	13917	12046	10052	
196	16116	13916	12045	10054	
197	16113	13914	12045	10055	
198	16116	13913	12049	10054	
199	16116	13916	12049	10049	
200	16120	13915	12044	10055	
201	16114	13915	12046	10056	
202	16119	13908	12048	10056	
203	16115	13912	12050	10054	
204	16111	13912	12046	10047	
205	16111	13912	12046	10052	
206	16113	13913	12046	10050	
207	16118	13914	12046	10055	
208	16118	13914	12049	10049	
209	16121	13916	12046	10051	
210	16114	13911	12048	10050	
211	16111	13918	12048	10050	
212	16116	13915	12049	10055	
213	16117	13911	12050	10053	
214	16114	13913	12046	10049	
215	16112	13915	12046	10052	
216	16115	13913	12046	10050	
217	16114	13919	12049	10046	
218	16117	13915	12050	10055	
219	16116	13915	12051	10055	
220	16116	13913	12051	10056	
221	16118	13910	12046	10054	
222	16119	13914	12048	10054	
223	16114	13909	12044	10049	
224	16117	13907	12044	10050	
225	16112	13913	12049	10053	
226	16115	13920	12048	10051	
227	16113	13914	12050	10049	
228	16116	13911	12054	10052	
229	16113	13916	12051	10052	
230	16116	13918	12043	10056	
231	16119	13913	12052	10050	
232	16113	13917	12048	10052	
233	16111	13918	12047	10053	
234	16115	13914	12049	10053	
235	16121	13918	12039	10051	
236	16112	13920	12048	10051	
237	16120	13912	12050	10054	
238	16117	13915	12045	10053	
239	16115	13912	12044	10051	
240	16114	13918	12045	10054	
241	16113	13914	12045	10050	
242	16115	13914	12048	10051	
243	16113	13914	12047	10051	
244	16120	13920	12045	10049	
245	16114	13916	12044	10055	
246	16111	13914	12051	10055	
247	16112	13913	12049	10051	
248	16115	13911	12047	10049	
249	16113	13911	12047	10052	
250	16110	13916	12046	10050	
251	16120	13916	12047	10053	
252	16118	13910	12045	10051	
253	16120	13913	12049	10054	
254	16114	13917	12043	10054	
255	16116	13916	12043	10054	
256	16118	13914	12046	10047	
257	16110	13911	12049	10054	
258	16118	13916	12047	10047	
259	16115	13913	12046	10056	
260	16112	13916	12048	10052	
261	16122	13914	12052	10050	
262	16117	13916	12049	10052	
263	16117	13915	12049	10049	
264	16110	13911	12053	10052	
265	16117	13914	12041	10054	
266	16117	13918	12053	10057	
267	16117	13913	12049	10046	
268	16116	13912	12048	10049	
269	16110	13916	12051	10047	
270	16111	13914	12047	10048	
271	16118	13907	12051	10047	
272	16118	13912	12048	10052	
273	16118	13917	12045	10054	
274	16120	13912	12047	10049	
275	16115	13909	12049	10046	
276	16113	13916	12050	10051	
277	16120	13916	12052	10048	
278	16113	13916	12048	10051	
279	16115	13917	12048	10052	
280	16114	13916	12053	10051	
281	16117	13915	12046	10052	
282	16114	13912	12050	10044	
283	16118	13915	12046	10051	
284	16116	13917	12049	10051	
285	16116	13910	12052	10056	
286	16115	13913	12049	10051	
287	16115	13912	12048	10052	
288	16114	13917	12052	10050	
289	16117	13918	12043	10053	
290	16115	13918	12044	10052	
291	16118	13915	12048	10052	
292	16109	13911	12058	10052	
293	16119	13916	12049	10050	
294	16120	13919	12050	10050	
295	16118	13916	12049	10054	
296	16115	13911	12050	10050	
297	16118	13912	12051	10056	
298	16115	13916	12051	10050	
299	16118	13911	12047	10052	
300	16110	13916	12049	10050	
301	16115	13913	12046	10057	
302	16111	13911	12050	10054	
303	16112	13919	12045	10055	
304	16116	13914	12050	10048	
305	16119	13911	12049	10049	
306	16118	13915	12045	10049	
307	16118	13911	12044	10048	
308	16119	13913	12045	10052	
309	16121	13912	12052	10058	
310	16120	13915	12046	10053	
311	16115	13911	12049	10049	
312	16113	13910	12044	10048	
313	16122	13916	12048	10047	
314	16121	13918	12044	10058	
315	16117	13911	12048	10054	
316	16117	13908	12047	10054	
317	16122	13918	12044	10049	
318	16116	13910	12053	10044	
319	16116	13917	12046	10050	
320	16112	13915	12047	10051	
321	16111	13916	12050	10060	
322	16115	13909	12051	10054	
323	16113	13910	12048	10055	
324	16119	13912	12044	10056	
325	16117	13921	12044	10047	
326	16111	13914	12046	10050	
327	16114	13917	12051	10051	
328	16117	13914	12048	10049	
329	16116	13914	12045	10051	
330	16113	13919	12048	10050	
331	16117	13917	12053	10051	
332	16118	13910	12048	10051	
333	16113	13910	12049	10059	
334	16114	13916	12053	10049	
335	16115	13913	12044	10056	
336	16110	13913	12046	10050	
337	16118	13915	12051	10052	
338	16121	13913	12046	10055	
339	16117	13916	12046	10049	
340	16119	13915	12057	10049	
341	16112	13915	12051	10053	
342	16118	13914	12054	10054	
343	16121	13917	12043	10049	
344	16118	13919	12049	10052	
345	16111	13919	12047	10047	
346	16117	13913	12046	10049	
347	16118	13912	12046	10046	
348	16116	13915	12045	10049	
349	16116	13917	12049	10050	
350	16120	13917	12048	10054	
351	16115	13911	12049	10048	
352	16117	13914	12050	10051	
353	16116	13920	12044	10053	
354	16118	13912	12053	10051	
355	16114	13911	12047	10049	
356	16117	13912	12051	10052	
357	16116	13912	12048	10050	
358	16112	13913	12047	10049	
359	16118	13907	12052	10056	
360	16116	13916	12046	10051	
361	16126	13912	12046	10049	
362	16115	13917	12048	10052	
363	16112	13920	12048	10049	
364	16119	13911	12044	10050	
365	16118	13911	12049	10054	
366	16115	13913	12048	10054	
367	16115	13913	12047	10054	
368	16117	13911	12043	10049	
369	16109	13914	12053	10055	
370	16113	13916	12044	10053	
371	16114	13909	12043	10053	
372	16119	13908	12050	10051	
373	16114	13918	12050	10055	
374	16109	13913	12057	10056	
375	16118	13909	12048	10053	
376	16115	13919	12050	10050	
377	16113	13911	12045	10056	
378	16115	13914	12045	10050	
379	16122	13916	12055	10052	
380	16118	13915	12049	10053	
381	16114	13909	12041	10049	
382	16115	13910	12046	10056	
383	16115	13916	12050	10053	
384	16120	13916	12054	10056	
385	16113	13915	12046	10055	
386	16116	13910	12049	10051	
387	16120	13914	12044	10047	
388	16115	13915	12047	10051	
389	16119	13911	12050	10054	
390	16115	13913	12050	10052	
391	16119	13916	12048	10055	
392	16118	13911	12044	10052	
393	16120	13913	12045	10055	
394	16118	13915	12052	10052	
395	16117	13915	12051	10053	
396	16111	13917	12051	10057	
397	16113	13919	12051	10049	
398	16112	13913	12048	10048	
399	16113	13917	12045	10052	
400	16117	13914	12040	10047	
401	16120	13913	12048	10053	
402	16113	13911	12047	10052	
403	16114	13913	12048	10054	
404	16111	13910	12050	10056	
405	16110	13913	12051	10056	
406	16113	13909	12052	10054	
407	16116	13913	12050	10058	
408	16121	13913	12040	10057	
409	16117	13908	12044	10053	
410	16117	13912	12045	10051	
411	16121	13908	12048	10051	
412	16118	13916	12050	10052	
413	16117	13909	12052	10050	
414	16119	13918	12049	10050	
415	16117	13915	12051	10052	
416	16117	13914	12052	10056	
417	16113	13916	12046	10058	
418	16109	13917	12049	10052	
419	16112	13914	12051	10056	
420	16117	13921	12047	10053	
421	16117	13915	12054	10053	
422	16117	13915	12056	10051	
423	16121	13915	12044	10051	
424	16118	13914	12046	10051	
425	16112	13915	12047	10051	
426	16116	13907	12047	10052	
427	16114	13918	12050	10049	
428	16110	13918	12048	10050	
429	16115	13918	12051	10050	
430	16121	13911	12044	10051	
431	16111	13919	12048	10049	
432	16116	13913	12046	10046	
433	16114	13915	12049	10053	
434	16114	13910	12047	10049	
435	16114	13920	12050	10053	
436	16120	13916	12048	10054	
437	16119	13915	12049	10052	
438	16117	13917	12045	10051	
439	16122	13919	12051	10047	
440	16112	13923	12048	10051	
441	16115	13915	12047	10054	
442	16113	13916	12041	10049	
443	16117	13916	12045	10051	
444	16115	13919	12051	10053	
445	16113	13915	12050	10052	
446	16116	13916	12045	10051	
447	16117	13914	12047	10056	
448	16116	13915	12051	10053	
449	16115	13916	12047	10049	
450	16120	13912	12047	10050	
451	16117	13917	12044	10051	
452	16115	13916	12048	10047	
453	16115	13915	12054	10053	
454	16122	13917	12045	10054	
455	16110	13914	12048	10055	
456	16109	13910	12048	10052	
457	16121	13917	12052	10047	
458	16113	13914	12055	10051	
459	16114	13914	12045	10053	
460	16114	13912	12044	10050	
461	16115	13915	12048	10045	
462	16117	13914	12043	10051	
463	16114	13911	12049	10052	
464	16111	13915	12049	10051	
465	16117	13921	12045	10055	
466	16120	13920	12049	10046	
467	16120	13915	12050	10050	
468	16117	13919	12046	10053	
469	16117	13912	12042	10050	
470	16119	13912	12057	10048	
471	16118	13921	12055	10052	
472	16114	13913	12045	10048	
473	16120	13914	12047	10053	
474	16114	13913	12045	10050	
475	16122	13917	12048	10047	
476	16116	13917	12049	10048	
477	16117	13918	12048	10048	
478	16118	13919	12048	10052	
479	16113	13914	12048	10049	
480	16113	13908	12044	10051	
481	16111	13910	12041	10051	
482	16120	13914	12043	10045	
483	16120	13917	12049	10051	
484	16113	13916	12049	10047	
485	16118	13918	12046	10051	
486	16115	13913	12045	10045	
487	16117	13915	12044	10048	
488	16114	13914	12045	10053	
489	16113	13916	12044	10049	
490	16117	13909	12047	10051	
491	16119	13913	12049	10052	
492	16118	13916	12044	10045	
493	16117	13913	12049	10054	
494	16114	13917	12049	10052	
495	16116	13919	12048	10055	
496	16115	13916	12051	10054	
497	16114	13911	12049	10051	
498	16118	13918	12050	10052	
499	16117	13917	12050	10053	
500	16117	13915	12052	10054	
501	16118	13916	12044	10050	
502	16115	13915	12049	10052	
503	16115	13916	12050	10055	
504	16121	13913	12044	10053	
505	16117	13915	12047	10053	
506	16113	13912	12046	10055	
507	16119	13914	12050	10049	
508	16119	13911	12048	10051	
509	16120	13912	12050	10045	
510	16121	13911	12046	10052	
511	16114	13915	12046	10051	
512	16118	13917	12049	10050	
513	16113	13915	12045	10055	
514	16117	13919	12048	10045	
515	16116	13915	12050	10052	
516	16117	13917	12044	10050	
517	16117	13917	12047	10049	
518	16119	13913	12054	10053	
519	16116	13918	12049	10052	
520	16115	13910	12051	10052	
521	16108	13909	12049	10049	
522	16119	13911	12045	10048	
523	16108	13915	12050	10048	
524	16114	13917	12047	10050	
525	16115	13909	12049	10052	
526	16117	13912	12050	10060	
527	16115	13914	12045	10050	
528	16112	13907	12049	10057	
529	16111	13913	12050	10059	
530	16113	13914	12047	10050	
531	16115	13915	12047	10055	
532	16111	13912	12054	10047	
533	16119	13913	12048	10047	
534	16119	13911	12047	10051	
535	16114	13913	12050	10054	
536	16118	13916	12048	10052	
537	16123	13911	12051	10049	
538	16116	13918	12043	10052	
539	16113	13912	12045	10049	
540	16122	13915	12042	10053	
541	16123	13914	12050	10051	
542	16120	13916	12044	10054	
543	16115	13915	12046	10052	
544	16113	13918	12050	10052	
545	16113	13919	12048	10052	
546	16115	13913	12052	10046	
547	16118	13916	12048	10048	
548	16116	13911	12048	10054	
549	16118	13919	12053	10055	
550	16119	13917	12053	10049	
551	16110	13920	12049	10047	
552	16118	13916	12046	10048	
553	16115	13918	12044	10055	
554	16115	13917	12051	10052	
555	16116	13914	12055	10051	
556	16114	13913	12048	10058	
557	16110	13917	12046	10057	
558	16115	13917	12045	10049	
559	16114	13911	12050	10052	
560	16116	13912	12044	10048	
561	16117	13917	12051	10050	
562	16116	13919	12050	10049	
563	16112	13917	12048	10051	
564	16116	13920	12053	10051	
565	16120	13916	12048	10050	
566	16117	13920	12049	10051	
567	16115	13921	12048	10048	
568	16120	13915	12050	10051	
569	16116	13915	12048	10053	
570	16114	13914	12047	10052	
571	16114	13915	12047	10048	
572	16122	13912	12054	10045	
573	16114	13915	12049	10051	
574	16119	13916	12052	10050	
575	16114	13915	12042	10057	
576	16115	13919	12048	10054	
577	16119	13913	12046	10049	
578	16115	13915	12045	10052	
579	16111	13915	12045	10055	
580	16115	13920	12046	10052	
581	16118	13920	12044	10051	
582	16110	13922	12050	10052	
583	16114	13918	12044	10052	
584	16113	13913	12050	10053	
585	16117	13918	12049	10050	
586	16119	13917	12046	10046	
587	16115	13913	12050	10055	
588	16108	13910	12050	10053	
589	16117	13917	12047	10052	
590	16118	13914	12053	10052	
591	16115	13912	12045	10051	
592	16115	13918	12051	10046	
593	16116	13915	12049	10051	
594	16111	13917	12047	10047	
595	16116	13914	12043	10049	
596	16112	13916	12049	10046	
597	16114	13914	12050	10043	
598	16121	13913	12054	10052	
599	16122	13915	12046	10055	
600	16119	13916	12042	10054	
601	16121	13911	12054	10050	
602	16113	13916	12050	10051	
603	16113	13912	12050	10048	
604	16113	13914	12047	10055	
605	16114	13916	12045	10052	
606	16115	13918	12048	10048	
607	16116	13913	12050	10048	
608	16122	13915	12048	10051	
609	16119	13917	12058	10057	
610	16117	13919	12048	10050	
611	16117	13917	12050	10047	
612	16120	13914	12048	10054	
613	16116	13918	12048	10050	
614	16111	13915	12045	10052	
615	16113	13920	12046	10050	
616	16119	13920	12050	10054	
617	16119	13917	12050	10051	
618	16110	13919	12047	10053	
619	16113	13919	12052	10052	
620	16112	13918	12053	10053	
621	16111	13920	12044	10054	
622	16111	13912	12046	10050	
623	16116	13918	12051	10048	
624	16113	13919	12048	10048	
625	16120	13913	12050	10053	
626	16113	13909	12049	10057	
627	16116	13916	12049	10053	
628	16117	13917	12046	10056	
629	16111	13914	12044	10051	
630	16119	13912	12044	10050	
631	16118	13914	12043	10053	
632	16125	13918	12051	10049	
633	16116	13914	12050	10052	
634	16117	13917	12048	10049	
635	16119	13912	12041	10056	
636	16112	13915	12049	10048	
637	16118	13913	12045	10059	
638	16116	13913	12045	10057	
639	16117	13921	12053	10049	
640	16114	13919	12052	10052	
641	16118	13917	12047	10055	
642	16110	13914	12049	10052	
643	16118	13914	12050	10057	
644	16112	13920	12051	10052	
645	16116	13918	12046	10044	
646	16119	13919	12045	10049	
647	16119	13913	12042	10053	
648	16116	13918	12049	10054	
649	16119	13919	12051	10055	
650	16113	13918	12045	10051	
651	16114	13918	12041	10049	
652	16116	13921	12047	10054	
653	16118	13915	12052	10057	
654	16121	13912	12047	10044	
655	16113	13913	12045	10051	
656	16110	13914	12054	10051	
657	16114	13916	12056	10050	
658	16115	13913	12048	10053	
659	16111	13915	12051	10052	
660	16118	13918	12043	10052	
661	16116	13919	12049	10054	
662	16118	13915	12048	10052	
663	16123	13919	12052	10053	
664	16117	13914	12043	10051	
665	16116	13917	12048	10049	
666	16119	13909	12044	10055	
667	16118	13915	12050	10056	
668	16115	13917	12055	10052	
669	16116	13917	12048	10054	
670	16114	13920	12049	10052	
671	16117	13917	12043	10050	
672	16116	13915	12047	10056	
673	16119	13911	12049	10055	
674	16107	13917	12052	10053	
675	16116	13913	12049	10055	
676	16116	13915	12043	10051	
677	16111	13915	12048	10047	
678	16120	13915	12051	10049	
679	16115	13922	12057	10049	
680	16112	13919	12044	10053	
681	16109	13914	12045	10058	
682	16114	13915	12051	10055	
683	16117	13913	12049	10048	
684	16117	13914	12050	10050	
685	16110	13916	12048	10049	
686	16110	13914	12047	10048	
687	16117	13915	12043	10058	
688	16118	13916	12048	10048	
689	16115	13915	12055	10049	
690	16123	13922	12047	10057	
691	16113	13921	12048	10052	
692	16120	13913	12049	10055	
693	16116	13914	12046	10050	
694	16123	13915	12050	10050	
695	16114	13918	12047	10052	
696	16113	13914	12054	10052	
697	16112	13917	12056	10052	
698	16112	13914	12051	10052	
699	16113	13923	12042	10049	
700	16116	13919	12050	10050	
701	16122	13917	12050	10054	
702	16122	13920	12049	10054	
703	16119	13919	12046	10051	
704	16115	13917	12052	10055	
705	16114	13914	12051	10055	
706	16112	13916	12048	10048	
707	16116	13915	12050	10048	
708	16117	13917	12048	10051	
709	16118	13916	12053	10059	
710	16121	13917	12050	10048	
711	16119	13913	12043	10053	
712	16108	13914	12046	10056	
713	16117	13910	12045	10049	
714	16119	13914	12048	10049	
715	16121	13912	12045	10047	
716	16112	13910	12049	10054	
717	16115	13914	12048	10053	
718	16115	13912	12054	10054	
719	16115	13914	12049	10050	
720	16119	13917	12049	10046	
721	16116	13921	12048	10055	
722	16119	13923	12052	10054	
723	16115	13918	12051	10054	
724	16116	13915	12050	10054	
725	16117	13915	12046	10051	
726	16114	13919	12046	10044	
727	16118	13917	12041	10049	
728	16117	13916	12053	10055	
729	16111	13919	12051	10052	
730	16120	13920	12050	10054	
731	16116	13916	12043	10050	
732	16116	13915	12051	10052	
733	16119	13911	12055	10051	
734	16117	13918	12048	10058	
735	16114	13919	12049	10055	
736	16118	13917	12044	10055	
737	16112	13908	12045	10053	
738	16116	13918	12053	10054	
739	16118	13914	12047	10054	
740	16115	13914	12052	10057	
741	16119	13918	12049	10059	
742	16117	13910	12048	10050	
743	16117	13912	12047	10049	
744	16120	13916	12044	10046	
745	16111	13912	12048	10055	
746	16116	13917	12051	10055	
747	16118	13919	12043	10052	
748	16117	13911	12049	10052	
749	16120	13915	12044	10054	
750	16111	13919	12047	10046	
751	16111	13920	12051	10053	
752	16112	13915	12053	10046	
753	16112	13917	12052	10051	
754	16120	13915	12047	10048	
755	16121	13920	12044	10054	
756	16119	13922	12050	10052	
757	16115	13912	12044	10053	
758	16116	13913	12050	10059	
759	16117	13916	12046	10057	
760	16116	13919	12048	10053	
761	16117	13915	12054	10050	
762	16116	13913	12050	10053	
763	16116	13923	12049	10054	
764	16118	13919	12044	10051	
765	16111	13919	12048	10052	
766	16112	13919	12051	10050	
767	16119	13917	12051	10052	
768	16116	13920	12048	10052	
769	16113	13919	12049	10046	
770	16114	13917	12044	10051	
771	16113	13919	12048	10052	
772	16116	13911	12044	10050	
773	16110	13912	12046	10056	
774	16114	13914	12048	10054	
775	16118	13913	12048	10056	
776	16115	13917	12048	10048	
777	16115	13914	12049	10050	
778	16120	13912	12046	10054	
779	16113	13917	12053	10049	
780	16117	13910	12046	10050	
781	16120	13918	12047	10052	
782	16120	13918	12053	10051	
783	16118	13918	12046	10050	
784	16115	13914	12047	10053	
785	16118	13915	12047	10054	
786	16118	13913	12048	10054	
787	16111	13915	12050	10051	
788	16113	13914	12046	10054	
789	16119	13919	12048	10055	
790	16117	13917	12049	10054	
791	16114	13921	12048	10050	
792	16111	13914	12050	10048	
793	16119	13919	12045	10059	
794	16115	13917	12046	10050	
795	16112	13918	12052	10049	
796	16118	13919	12051	10054	
797	16116	13916	12043	10052	
798	16113	13920	12047	10048	
799	16118	13921	12047	10050	
800	16119	13917	12048	10052	
801	16119	13914	12044	10053	
802	16114	13914	12049	10046	
803	16111	13916	12051	10049	
804	16112	13916	12047	10055	
805	16111	13914	12051	10058	
806	16116	13918	12048	10047	
807	16115	13919	12045	10054	
808	16111	13918	12048	10051	
809	16117	13918	12051	10051	
810	16118	13911	12047	10054	
811	16112	13919	12053	10056	
812	16115	13920	12046	10060	
813	16114	13918	12047	10051	
814	16111	13915	12050	10048	
815	16117	13919	12046	10049	
816	16116	13913	12048	10047	
817	16114	13917	12050	10055	
818	16113	13917	12044	10056	
819	16118	13920	12047	10051	
820	16115	13916	12048	10054	
821	16119	13915	12046	10052	
822	16115	13918	12041	10052	
823	16114	13915	12045	10056	
824	16119	13916	12044	10057	
825	16117	13917	12051	10053	
826	16115	13918	12053	10050	
827	16116	13911	12057	10052	
828	16121	13919	12048	10055	
829	16115	13916	12046	10053	
830	16118	13916	12053	10054	
831	16118	13915	12043	10057	
832	16116	13919	12046	10053	
833	16113	13917	12044	10056	
834	16113	13921	12051	10053	
835	16117	13919	12044	10058	
836	16112	13914	12053	10054	
837	16113	13917	12047	10053	
838	16112	13918	12051	10056	
839	16116	13919	12053	10050	
840	16118	13916	12050	10052	
841	16116	13917	12046	10056	
842	16117	13919	12047	10051	
843	16116	13915	12050	10052	
844	16116	13917	12049	10050	
845	16119	13917	12051	10054	
846	16115	13914	12048	10055	
847	16115	13919	12047	10050	
848	16116	13918	12045	10048	
849	16117	13911	12050	10053	
850	16120	13916	12050	10052	
851	16114	13926	12052	10056	
852	16114	13923	12051	10053	
853	16108	13920	12047	10053	
854	16112	13912	12049	10055	
855	16122	13919	12050	10052	
856	16116	13919	12046	10052	
857	16113	13917	12049	10049	
858	16113	13916	12046	10048	
859	16112	13917	12048	10056	
860	16117	13914	12047	10051	
861	16109	13911	12055	10049	
862	16115	13916	12051	10048	
863	16118	13917	12044	10049	
864	16113	13919	12051	10056	
865	16117	13919	12052	10055	
866	16113	13916	12052	10054	
867	16116	13922	12055	10054	
868	16117	13921	12047	10053	
869	16121	13911	12049	10051	
870	16116	13916	12049	10051	
871	16118	13918	12049	10048	
872	16113	13914	12049	10055	
873	16116	13914	12049	10052	
874	16119	13919	12058	10055	
875	16116	13918	12050	10057	
876	16114	13914	12049	10058	
877	16114	13915	12049	10050	
878	16116	13917	12053	10049	
879	16113	13916	12054	10054	
880	16109	13916	12050	10050	
881	16114	13917	12046	10052	
882	16117	13915	12042	10052	
883	16119	13920	12042	10050	
884	16114	13916	12048	10051	
885	16110	13911	12052	10058	
886	16117	13916	12049	10051	
887	16116	13916	12049	10054	
888	16110	13917	12045	10051	
889	16118	13918	12049	10052	
890	16121	13917	12047	10049	
891	16121	13915	12050	10050	
892	16114	13918	12049	10055	
893	16114	13920	12049	10051	
894	16115	13923	12047	10047	
895	16115	13921	12042	10053	
896	16117	13917	12046	10054	
897	16115	13911	12045	10050	
898	16120	13919	12046	10053	
899	16120	13919	12048	10058	
900	16116	13920	12048	10050	
901	16114	13917	12043	10056	
902	16116	13915	12047	10051	
903	16117	13918	12052	10054	
904	16114	13911	12048	10050	
905	16114	13912	12047	10050	
906	16117	13918	12049	10053	
907	16115	13920	12048	10052	
908	16107	13917	12045	10054	
909	16113	13915	12051	10053	
910	16113	13920	12049	10052	
911	16112	13918	12046	10055	
912	16118	13909	12045	10049	
913	16110	13915	12052	10048	
914	16113	13918	12047	10053	
915	16114	13919	12047	10054	
916	16114	13919	12047	10051	
917	16110	13916	12049	10046	
918	16117	13915	12045	10048	
919	16121	13920	12048	10056	
920	16122	13921	12055	10055	
921	16121	13914	12050	10053	
922	16116	13917	12044	10051	
923	16118	13919	12047	10048	
924	16115	13918	12043	10050	
925	16122	13920	12047	10055	
926	16116	13921	12046	10053	
927	16115	13920	12047	10051	
928	16119	13918	12052	10052	
929	16119	13913	12041	10048	
930	16116	13918	12043	10054	
931	16116	13920	12049	10055	
932	16120	13921	12048	10051	
